Link Name,Center of Mass X,Center of Mass Y,Center of Mass Z,Center of Mass Roll,Center of Mass Pitch,Center of Mass Yaw,Mass,Moment Ixx,Moment Ixy,Moment Ixz,Moment Iyy,Moment Iyz,Moment Izz,Visual X,Visual Y,Visual Z,Visual Roll,Visual Pitch,Visual Yaw,Mesh Filename,Color Red,Color Green,Color Blue,Color Alpha,Collision X,Collision Y,Collision Z,Collision Roll,Collision Pitch,Collision Yaw,Collision Mesh Filename,Material Name,SW Components,Coordinate System,Axis Name,Joint Name,Joint Type,Joint Origin X,Joint Origin Y,Joint Origin Z,Joint Origin Roll,Joint Origin Pitch,Joint Origin Yaw,Parent,Joint Axis X,Joint Axis Y,Joint Axis Z,Limit Effort,Limit Velocity,Limit Lower,Limit Upper,Calibration rising,Calibration falling,Dynamics Damping,Dynamics Friction,Safety Soft Upper,Safety Soft Lower,Safety K Position,Safety K Velocity
zed_base,"6,10622663543836E-16","4,61436444609831E-16","0,0201408009107306",0,0,0,"0,0201408009107248","3,77238450677387E-06","5,58905135559662E-21","1,30185618099989E-20","3,39474448969778E-06","-1,42271242190791E-20","1,72036007779108E-06",0,0,0,0,0,0,package://argo_mini_urdf_zed/meshes/zed_base.STL,"0,792156862745098","0,819607843137255","0,933333333333333",1,0,0,0,0,0,0,package://argo_mini_urdf_zed/meshes/zed_base.STL,,zed_zlozenie-1/Kopia Część2^zed_zlozenie-1,zed_base,,,,0,0,0,0,0,0,,0,0,0,,,,,,,,,,,,
peripheral_base,"-0,185066575400866","-0,141886537568296","-0,000125114563215485",0,0,0,"8,53583825354163","0,193527229804544","-0,00324261371331771","-6,80796931082127E-05","0,340221927353726","0,000772360370223913","0,230604291513816",0,0,0,0,0,0,package://argo_mini_urdf_zed/meshes/peripheral_base.STL,"0,56471","0,56471","0,56471",1,0,0,0,0,0,0,package://argo_mini_urdf_zed/meshes/peripheral_base.STL,,,Układ współrzędnych2,Oś3,zed_base_to_base,fixed,0,0,"0,040282","1,5708",0,0,zed_base,0,0,0,100,"3,14","-3,14","3,14",,,,,,,,
